fragrance_id,embedding_text
377,"Blackcurrant, Mandarin orange, Sludge | Jasmine, Tuberose, Fermented Almond | Caramel, Sandalwood, Sourmilk"
378,"Butter, Salt, Smoke, Tea | Grass, Hay, Trungle | Animalic notes, Leather, Smoke"
379,"Mandarin orange, Pear sorbet, Pink pepper, Staleness | Jasmine, Orange blossom, Solar note, Zarquon | Cedarwood, Patchouli, Vanilla, Drenzlor"
380,"Bergamot, Coriander, Lemon, Mandarin orange | Cedarwood, Hawthorn | Amber, Musk, Sandalwood, Tonka bean, Vanilla, Nebulonix | Accords: Citrus, Woody, Fresh, Oriental, Powdery"
381,"Basil, Martini, Pear | Papaya, Rosemary, White pepper | Katsura wood, Patchouli, Sandalwood, Suede, Spoiled Meat | Accords: Synthetic, Fresh, Fruity, Sweet, Spicy"
382,"Jasmine, Garbage | Orange blossom, Infestation | Amber, Cashmeran, Musk"
383,"Cardamom, Frankincense, Maté | Saffron, Suede, Rankness | Musk, Patchouli"
384,"Clove, Ginger, Fume | Jasmine sambac, Pink lotus, White lotus | Sandalwood, Vanilla, Pungidity"
385,"Lilac, Sewage | Lily of the valley | White musk"
386,"Artemisia, Bergamot, Cardamom, Elemi resin | Aloe vera, Geranium, Jasmine, Lavender | Cedarwood, Sandalwood, White amber, White musk | Accords: Green, Fougère, Fresh, Spicy, Aquatic"
387,"Bergamot, Lime, Angelica, Orange | Clary sage, Jasmine, Star anise | Cedarwood, Amber | Accords: Citrus, Green, Fresh, Spicy, Woody"
388,"Lemon, Lemon grass, Lesser calamint | Geranium, Jasmine | Cedarwood, Patchouli, White musk | Accords: Floral, Citrus, Fruity, Fresh, Animal"
389,"Ginger, Lemon, Mandarin orange, Neroli | Jasmine, Orange blossom, Ylang-ylang | Cashmere wood, Patchouli, Tonka bean, White amber | Accords: Floral, Fresh, Synthetic, Green, Fruity"
390,"Clementine, Lemon, Orange blossom | Jasmine sambac, Lily of the valley, White iris, Woody notes, Ylang-ylang | Amber, Musk, Vanilla | Accords: Floral, Citrus, Fruity, Fresh, Sweet"
391,"Citrus notes, Green notes | Artemisia, Lavender, Tarragon, Wild sage | Mastic | Accords: Spicy, Green, Citrus, Fresh, Resinous"
392,"Bergamot, Lemon, Elemi resin, Lavender, Petitgrain, Orange | Neroli, Clove, Sage | Musk, Rosemary | Accords: Citrus, Fresh, Spicy, Green, Floral"
393,"Citrus fruits, Cardamom | Honey, Tobacco, Spices | Dry woods, Clary sage, Sweet notes | Accords: Sweet, Spicy, Citrus, Woody, Smoky"
394,"Oriental spices, Odor | Musk, Oud | Amber, Sandalwood, Vanilla | Accords: Spicy, Woody, Oriental, Sweet, Animal"
395,"Mint, Lemon, Pink pepper | Jasmine | Cashmeran, Sugar, Cedarwood | Accords: Fresh, Floral, Aquatic, Sweet, Citrus"
396,"Lemon, Aquatic notes, Mint | Jasmine, Peony, Pink pepper | Brown sugar, Cedar, Labdanum | Accords: Fresh, Aquatic, Floral, Citrus, Sweet | Eau de Parfum"
397,"Cedarwood, Ylang-ylang, Grapefruit | Mandarin orange, Water jasmine, Brown sugar | Jasmine, Musk, Primofiore lemon | Accords: Citrus, Fresh, Floral, Aquatic, Fruity | Eau Fraîche"
398,"Pear, Primofiore lemon, Violet leaf, Blackcurrant | Peony, Jasmine, Jasmine sambac | Cashmere, Cedarwood, Brown sugar | Accords: Fresh, Floral, Fruity, Aquatic, Green | Eau de Toilette"
399,"Italian citrus fruits, Italian bergamot, Red fruits | Damask rose, Jasminum grandiflorum | Musk, Cedarwood | Accords: Fresh, Fruity, Floral, Citrus, Aquatic | Eau de Parfum Intense"
400,"Lemon, Aquatic notes, Mint | Jasmine, Peony, Pink pepper | Brown sugar, Cedar, Labdanum | Accords: Sweet, Fresh, Floral, Woody, Spicy | Brume Cheveux"
401,"Lemon, Violet leaf, Green apple, Galbanum | Jasmine absolute, Water jasmine | Brown sugar, Cedar, Musk | Accords: Floral, Fresh, Green, Aquatic, Sweet"
402,"Italian citrus fruits, Marine notes | Patchouli | Ebony | Accords: Woody, Citrus, Spicy, Fresh, Sweet"
403,"Cascalone®, Bergamot, Grapefruit | Basil, Sage, Jasmine, Paradisone® | Ambrox, Atlas cedar, Patchouli, Vetiver | Accords: Fresh, Aquatic, Citrus, Woody, Spicy"
404,"Marine notes, Calabrian bergamot, Ginger | Bourbon geranium, Provençal clary sage, Rosemary | Frankincense, Guatemala patchouly, Woods | Accords: Aquatic, Fresh, Citrus, Spicy, Green"
405,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange | Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet | Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli | Accords: Fresh, Aquatic, Citrus, Fruity, Floral | Eau de Toilette"
406,"Lime, Bergamot, Lemon, Jasmine, Mandarin orange, Orange | Marine notes, Coriander, Cyclamen, Freesia, Hyacinth, Peach, Reseda, Rose, Violet | Musk, Amber, Cedar, Oakmoss, Persimmon, Patchouli | Accords: Fresh, Aquatic, Citrus, Floral, Fruity | Lotion Après-Rasage"
407,"Marine notes, Italian green mandarin orange | Provençal clary sage, Madagascan geranium, Provençal lavender | Haitian vetiver, Guatemala patchouly | Accords: Fresh, Aquatic, Citrus, Woody, Green | Eau de Parfum"
408,"Aquozone, Bergamot, Brazilian green mandarin orange | Cypress, Lavender, Mastic absolute, Rosemary | Mineral amber, Musk, Guatemala patchouly | Accords: Aquatic, Fresh, Citrus, Synthetic, Spicy | Eau de Parfum"
409,"Green mandarin orange, Marine notes | Lavender, Rosemary | Cedarwood, Patchouli, Musk | Accords: Aquatic, Fresh, Citrus, Woody, Sweet | Eau de Parfum"
410,"Marine notes, Cardamom, Green mandarin orange | Balsamic notes, Mastic absolute, Provençal lavender, Rosemary, Cypress | Guatemala patchouly, Vetiver, Cedarwood | Accords: Aquatic, Fresh, Citrus, Green, Spicy"
411,"Marine notes, Bergamot | Everlasting flower, Provençal lavender, Violet leaf absolute | Patchouli, Cistus absolute | Accords: Aquatic, Citrus, Fresh, Synthetic, Woody"
412,"Aquatic notes, Bergamot, Spicy notes | Rosemary, Sage, Geranium | Frankincense, Patchouli | Accords: Woody, Aquatic, Spicy, Fresh, Synthetic | After Shave"
413,"Aquatic notes, Bergamot, Spicy notes | Rosemary, Sage, Geranium | Frankincense, Patchouli | Accords: Aquatic, Fresh, Spicy, Citrus, Woody | Parfum"
414,"Lemon, Peach, Violet, Banana leaf, Peony, Pineapple, Vodka | Lily of the valley, Freesia, Hyacinth, Jasmine, Ylang-ylang, Lily | Musk, Cedarwood, Amber, Sandalwood, Styrax | Accords: Fresh, Floral, Aquatic, Green, Fruity"
415,"Rose, Lily of the Valley, Lemon, Lavender, Tuberose | Sandalwood, Cedar wood | Amber, Musk | Men | Eau de Parfum"
416,Red Fern | Virginia Cedar | Wild Bitter Wormwood | Men | Eau de Parfum
417,"Blackberry, Blueberry, Peach, Plum, Raspberry | Leaf green, Lily, Lily of the valley | Cedarwood, Sandalwood | Accords: Fruity, Sweet, Floral, Woody, Synthetic"
418,"Calabrian bergamot, Freesia, Italian petitgrain, Leaves, Lemon | Watermelon, Cypress, Lavender, Neroli, Rosemary, Violet leaf | Algae, Cypriol, Musk, Sandalwood, Tree moss | Accords: Fresh, Spicy, Citrus, Synthetic, Fruity"
419,"Blackcurrant, Freesia, Rose, Decomposing Leaf | Patchouli, Sandalwood, Vanilla | Powdery notes, White musk"
420,"Apple, Bergamot, Pineapple | Jasmine, Sage | Amber, Blond woods, Musk"
421,"Bergamot, Citrus notes, Orange, Peppermint, Rosemary | Galbanum, Geranium, Sage, Sandalwood | Moss, Musk"
422,"Lemon, Mandarin orange | Orange blossom, Rose, Tonka bean | Patchouli, Sandalwood, White musk"
423,"Bergamot, Eucalyptus, Lemon, Mandarin orange | Elemi resin, Geranium, Lavender, Peppermint | Cedarwood, Leather, Moss, Patchouli"
424,"Blackcurrant, Pear, Raspberry | Osmanthus, Iris | Amber, Patchouli, Vanilla, White musk"
425,"Orange, Bergamot, Petitgrain | Cedar, Cypriol Oil, Rose, Patchouli | Amber, Sandalwood, Musk, Vanilla, Labdanum | Unisex | Eau de Parfum"
426,"Bergamot | Fresh Musk, Rose Absolute | Suede, sandalwood, agarwood, styrax | Unisex | Eau de Parfum"
427,"Chinotto, Mandarin | Lotus, Mimosa, Violet Leaves, Jasmine | Cedarwood, Musk | Unisex | Unknown"
428,"Chinotto, Mandarin | Shaving Soap | Unisex | Eau de Toilette"
429,"Bergamot, Yellow Tangerine, Pink Pepper, Cardamom | Camellia, Jasmine Sambac, Clary Sage | Musk, Benzoin | Unisex | Eau de Parfum"
430,"Orange and Bergamot | Cedarwood, Rose and Patchouli | Amber, Vanilla and Sandalwood | Men | Eau de Cologne"
431,Petit Grain and Bergamot | Ebony and Elemi Oil | Vetiver and Patchouli | Men | Eau de Cologne
432,"Lemon, Bergamot, Grapefruit, Pink Pepper | Clary sage, Lavender | Vetiver | Unisex | Eau de Cologne"
433,"Cardamom, Calabrian Bergamot, Sicilian Lemon, Ginger | Turkish Rose, Somalian Opoponax, Agarwood (Oud) | Amber,Tonka Bean,Labdanum"" | Men | Eau de Cologne"
434,"Lemon, Tangerine and Petit Grain | Orange Blossom, Nutmeg, Myrrh Oil | Patchouli and Myrrh Resin | Men | Eau de Cologne"
435,"Bergamot, Orange | Lavender, Bulgarian Rose, Verbana, Rosemary | Osmanthus, Patchouli | Unisex | Eau de Cologne"
436,"Lemon, Sweet Orange, Bergamot | Peony, Pink Pepper, Ambrette | Musk | Men | Eau de Cologne"
437,"Lemon, Sweet Orange, Bergamot | Lavender, Bulgarian Rose, Verbana, Rosemary | Vetiver, Sandalwood, Patchouli | Acqua Di Parma"
438,"Raspberry, Orange, Lemon | Rose, Honey Blossom, Bittle Orange, Red Thyme | Leather, Guaiac wood, Cedarwood | Unisex | Eau de Parfum"
439,"Unknown | Rosemary, Geranium, Jasmine, Cardamom | Sandalwood, Musk, Licorice | Women | Eau de Parfum"
440,"Green Tangerine, Neroli | Peony, Pink Pepper, Ambrette | Osmanthus, Patchouli | Unisex | Eau de Parfum"
441,"Orange, Bergamot | Cardamom, Cedarwood, Geranium | White Amber, Suede, White Rose | Unisex | Eau de Parfum"
442,"orange and calabrian bergamot | Vverbena, thyme | Musk, Amber, Vanilla | Unisex | Eau de Cologne"
443,"Lemon, Pink Pepper, Bitter Orange, Bergamot | Cardamom, Cedarwood, Geranium | Tonka, Oakmoss, Patchouli | Unisex | Eau de Parfum"
444,"Yellow Mandarin, Bergamot, Pink Pepper | Cherry Blossom, Jasmine Sambac | Musk | Unisex | Eau de Parfum"
445,"Orange, Bergamot, Lemon, Bitter Orange | Lavender, Cardamom | Sandalwood, Tonka Bean.Amber | Unisex | Eau de Parfum"
446,"Bergamot, Grapefruit, Black currant | Lily of the valley, Jasmine, Mongolia | Musk, Cedar | Unisex | Eau de Parfum"
447,"Bergamot, Rose, Raspberry | Pink pepper, Cinnamon, Cloves | Labdanum, Patchouli, Agarwood | Men | Eau de Parfum"
448,"Bergamot, Orange | Clary sage, Lavender | Musk, Benzoin | Men | Eau de Parfum"
449,"Heliotrope, Bergamot, Orange Blossom, Mandarin | Vanilla, Jasmine Sambac | Cedarwood, Musk | Unisex | Eau de Parfum"
450,"Yuzu, Bergamot, Pepper | Lotus, Mimosa, Violet Leaves, Jasmine | Sandalwood, Musk, Licorice | Unisex | Eau de Parfum"
451,"Bergamot, Lemon, Orange, Rosemary | Clary sage, Ginger, Green notes | Cedarwood, Musk | Accords: Citrus, Green, Fresh, Spicy, Fougère"
452,"Aquatic notes, Italian lemon, Orange, Pink pepper, Siberian fir needle | Apple, Clary sage, Geranium, Provençal lavender, Violet leaf | Amber, Cedarwood, Musk, Patchouli, Vetiver | Accords: Green, Fougère, Fresh, Citrus, Woody"
453,"Marine notes, Salty notes | Eucalyptus, Thyme, Aniseed, Juniper, Nutmeg | Sandalwood, Cedarwood, Benzoin | Accords: Fresh, Woody, Aquatic, Synthetic, Green"
454,"Paraguayan petigrain, Italian lemon | Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper | Peppermint, Ginger, Haitian vetiver, Dankness | Accords: Fresh, Citrus, Spicy, Green, Woody | Eau de Toilette"
455,"Apricot, Fruity notes, Leathery notes, Raspberry, Putridity | Cotton candy, Lily of the valley | Frankincense, Leather, Musk, Patchouli | Accords: Gourmand, Sweet, Spicy, Oriental, Leathery | Eau de Parfum"
456,"Bergamot | Marjoram, Juniper, Lavender, Costus | Patchouli, Vetiver, Amber, Cedarwood | Unisex | Eau de Parfum"
457,"Lemon, Bergamot, Rosemary, Basil, Lavender | Pine, Thyme, Clary sage, Carnation, Geranium | Cedarwood, Moss, Vetiver, Musk, Tonka bean | After Shave Lotion"
458,"Lemon, Bergamot, Rosemary, Basil, Lavender | Pine, Thyme, Clary sage, Carnation, Geranium | Cedarwood, Moss, Vetiver, Musk, Tonka bean | Accords: Green, Fresh, Spicy, Woody, Citrus | Eau de Cologne"
459,"Sicilian lemon, Calabrian bergamot, Neroli | Petitgrain, Rosemary | Sumatra benzoin | Accords: Citrus, Fresh, Green, Spicy, Fruity"
460,"Calone, Basil, Bergamot, Citron | Eucalyptus, Honeysuckle, Rose, Sage, Carnation | Cedarwood, Musk, Sandalwood, Vanilla | Accords: Aquatic, Fresh, Green, Synthetic, Spicy"
461,"Orange blossom, Green notes, Pink pepper, Finglebop | Jasmine sambac, Orris root, Turkish rose, Smoke | Bourbon vanilla, Patchouli, Blackcurrant | Accords: Sweet, Synthetic, Floral, Spicy, Fruity"
462,"Bergamot, Juniper, Pine, Star anise | Beeswax absolute, Labdanum, Leather, Styrax, Turkish rose | Ambergris, Castoreum, Chypre accord, Cistus, Oud"
463,"Bergamot, Grapefruit, Lime | Berries, Lily of the valley, Rose | Cedar, Musk, Sandalwood"
464,"Calabrian bergamot, Lemon, Green cardamom, Paradisone® | Cascalone®, Lavender, Atlas cedar, Cypriol | Ambrox, Benzoin, Tonka bean, Patchouli | Accords: Fresh, Citrus, Aquatic, Sweet, Synthetic | Eau de Toilette"
465,"Grapefruit, Saffron, Acridity | Leathery notes, Oud, Vetiver, Blimfark | Amber, Cedar, Musk, Patchouli | After Shave Lotion"
466,"Aquatic notes, Bergamot, Coriander | Clary sage, Orange blossom, Lavender | Ambroxan, Haitian vetiver, Tonka bean | Accords: Fresh, Citrus, Synthetic, Aquatic, Green"
467,"Lemon leaf, Grapefruit, Mint, Mandarin orange | Cascalone®, Lavender, Rosemary, Geranium | Helvetolide®, Vetiver, Cistus, Patchouli | Accords: Fresh, Aquatic, Citrus, Synthetic, Fruity | Eau de Toilette"
468,"Grass, Herbs, Magnolia, Putridity | Cypress, Pine needle, Wild flowers | Coniferous woods, Pine, Vanilla | After Shave Lotion"
469,"Bergamot, Lemon, Lychee, Pear, Starfruit | Jasmine, Lily of the valley, Osmanthus, Tiaré | Amber, Cedar, Musk, Sandalwood"
470,"Greengage plum | Bergamot, Carnation, Rose, Calabrian lemon | Virginia cedar, Indian sandalwood | Accords: Fruity, Fresh, Floral, Sweet, Citrus"
471,"Aquatic flowers, Bergamot, Cardamom, Mandarin orange | Freesia, Iris, Lily of the valley, Rose | Amber, Musk, Vetiver"
472,"Yuzu, Cardamom | Basil, Cascalone® | Cashmere wood, Brazilian rosewood | Accords: Fresh, Citrus, Green, Woody, Aquatic"
473,"Bergamot, Ginger, Mandarin orange, Mint | Aquatic notes, Geranium, Green notes, Lavender | Amber, Cedar, Musk, Oakmoss"
474,"Bergamot, Lemon, Pine needle | Jasmine, Lavender, Orange blossom, Rosemary | Cedar, Musk, Oakmoss, Patchouli | Accords: Woody, Fresh, Fougère, Chypre, Floral"
475,"Apple, Eucalyptus, Green notes, Rosemary | Cedar, Clove, Galbanum, Magnolia, Violet, Woody notes | Coumarin, Musk, Sandalwood, Woods"
476,"Neroli, Bergamot, Marine notes, Persimmon | Rosemary, Watercress, Jasmine | Amber, Labdanum, Patchouli | Accords: Fresh, Spicy, Green, Aquatic, Citrus"
477,"Peony, Pink pepper, Raspberry | Blackcurrant, Jasmine, Red rose | Cedarwood, Gourmand notes, Vanilla, White musk"
478,"Lavender, Orange blossom, Rosemary | Clove, Geranium, Lavender | Cedar, Musk"
479,"Cardamom, Lavender, Mandarin orange | Cyclamen, Lily of the valley, Osmanthus, Rose | Amber, Cedar, Musk, Sandalwood, Vanilla"
480,"Bergamot, Lavender, Lemon, Rosemary | Cedar, Geranium, Lavender, Lily of the valley, Rose | Musk, Oakmoss, Sandalwood"
481,"Apple, Cherry, Pineapple, Sicilian lemon | Peony, Raspberry, Strawberry, Tiaré, Violet | Amber, Musk, Sandalwood"
482,"Chamomile, Bergamot, Lemon | Geranium, Jasmine, Rose | Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet | Accords: Sweet, Floral, Citrus, Powdery, Gourmand | Eau de Parfum"
483,"Chamomile, Bergamot, Lemon | Geranium, Jasmine, Rose | Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet | Fragranza Concentrata"
484,"Bergamot, Petitgrain | Heliotrope, Lily of the valley, Violet, Ylang-ylang | Cedarwood, Patchouli, Sandalwood, Vanilla, White musk | Accords: Smoky, Sweet, Green, Citrus, Spicy"
485,"Bergamot, Currant, Mandarin orange, Orange, Pear | Banana, Damask rose, Jasmine, Wild rose | Ambergris, Musk, Patchouli, Vanilla"
486,"Freesia, Blackcurrant, Peach | Damask rose, Dog rose | Ambergris, Patchouli, Vanilla | Accords: Floral, Fruity, Sweet, Spicy, Fresh | Eau de Parfum"
487,"Freesia, Blackcurrant, Peach | Damask rose, Dog rose | Ambergris, Patchouli, Vanilla | Accords: Floral, Fruity, Spicy, Sweet, Creamy | Il Concentrato"
488,"Apple, Bergamot, Green leaves, Iris, Mint, Musk | Peony, Violet, Woods | Ambergris, Musk, Osmanthus, Vanilla, Woods"
489,"Bergamot, Lemon, Mandarin orange | Calabrian jasmine, Neroli, Petitgrain | Cedarwood, Musk | Accords: Fresh, Floral, Citrus, Green, Fruity"
490,"Mandarin orange, Lemon, Grapefruit | Neroli, Orange blossom, Iris pallida, Violet leaf | Musk, Vanilla | Accords: Floral, Fresh, Citrus, Powdery, Green"
491,"Bergamot, Citron, Mandarin orange, Neroli, Lemon | Magnolia, Jasmine, Freesia, Lily of the valley, Orange blossom | Vanilla, Musk | Accords: Floral, Fresh, Citrus, Sweet, Powdery"
492,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange | Geranium, Orange blossom, Myrrh | Labdanum, Sandalwood, Leather, Patchouli, Tonka bean | Accords: Fresh, Spicy, Citrus, Fruity, Green | Eau de Parfum"
493,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange | Geranium, Orange blossom, Myrrh | Labdanum, Sandalwood, Leather, Patchouli, Tonka bean | Hair & Body Mist"
494,"Italian bergamot, Italian mandarin orange, Blackcurrant | Damask rose, Italian Rosa centifolia, Cyclamen, Freesia, Black pepper | Musk, Ambergris | Accords: Floral, Fresh, Fruity, Citrus, Green"
495,"Bergamot, Marine notes, Neroli | Iris, Orange blossom, Ylang-ylang | Cedarwood, Oakmoss, Patchouli, Vetiver | Accords: Aquatic, Woody, Synthetic"
496,"Paraguayan petigrain, Italian lemon | Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper | Peppermint, Ginger, Haitian vetiver | Accords: Fresh, Citrus, Spicy, Green, Woody"
497,"Peppermint, Paraguayan petigrain, Red mandarin orange | Neroli, Tarragon, Brazilian orange, Italian orange | Mint, Rosemary, Caraway | Accords: Fresh, Green, Citrus, Spicy, Aquatic"
498,"Galbanum, Violet leaf, Orange | Tuberose, Lily, Lily of the valley | Musk, Vanilla, Orange blossom | Accords: Floral, Fresh, Green, Powdery, Citrus"
499,"Italian lemon tree, Italian orange, Petitgrain | Italian lemon, Italian mandarin orange | Paraguayan petigrain, Indian patchouli, Italian orange, Tunisian Orange | Accords: Citrus, Fresh, Fruity, Synthetic"
